"nacionality","sex","sport","edad","medallas"
"COL","male","equestrian",52,"NO"
"CIV","male","archery",37,"NO"
"AUT","male","fencing",31,"NO"
"UKR","male","equestrian",47,"NO"
"DEN","male","handball",32,"SI"
"BEL","female","athletics",20,"NO"
"FRA","female","athletics",23,"NO"
"BUL","female","gymnastics",26,"SI"
"BIZ","male","judo",29,"NO"
"IND","male","athletics",30,"NO"
"TTO","male","athletics",29,"NO"
"IND","female","hockey",22,"NO"
"CHN","male","athletics",25,"NO"
"BRA","male","fencing",31,"NO"
"PER","male","rowing",26,"NO"
"SUR","male","aquatics",21,"NO"
"RSA","male","football",19,"NO"
"NED","female","taekwondo",27,"NO"
"GEO","male","wrestling",25,"NO"
"ISV","male","aquatics",29,"NO"
"TTO","female","athletics",29,"NO"
"CUB","male","athletics",20,"NO"
"IRI","male","athletics",29,"NO"
"IRI","male","wrestling",32,"NO"
"CAN","female","football",34,"SI"
"AUS","male","athletics",25,"NO"
"AUS","male","rowing",29,"NO"
"AUS","male","aquatics",29,"NO"
"NZL","female","football",27,"NO"
"INA","male","archery",25,"NO"
"ESP","male","aquatics",25,"NO"
"LTU","male","tennis",26,"NO"
"LTU","male","canoe",30,"NO"
"POR","male","football",23,"NO"
"POR","male","golf",25,"NO"
"BRA","male","volleyball",24,"SI"
"MEX","male","athletics",31,"NO"
"POR","male","athletics",39,"NO"
"BRA","male","sailing",36,"NO"
"CHI","male","archery",17,"NO"
"MEX","male","aquatics",19,"NO"
"BRA","male","athletics",22,"NO"
"ITA","male","shooting",32,"NO"
"ITA","male","modern pentathlon",30,"NO"
"HUN","male","aquatics",23,"NO"
"GBR","male","rowing",31,"NO"
"CAN","male","hockey",32,"NO"
"GBR","male","canoe",35,"SI"
"NZL","male","weightlifting",33,"NO"
"GBR","male","athletics",27,"NO"
"GBR","male","fencing",33,"NO"
"LIB","male","canoe",28,"NO"
"RSA","male","triathlon",27,"NO"
"SVK","male","aquatics",23,"NO"
"GER","male","athletics",27,"NO"
"GER","male","rowing",29,"SI"
"TTO","male","athletics",31,"NO"
"SVK","male","triathlon",27,"NO"
"VEN","male","athletics",22,"NO"
"CAN","male","aquatics",26,"NO"
"HAI","male","boxing",19,"NO"
"USA","female","rugby sevens",20,"NO"
"CUB","male","athletics",30,"NO"
"AUS","male","aquatics",29,"NO"
"AUS","male","cycling",31,"NO"
"MHL","male","athletics",19,"NO"
"SEY","male","weightlifting",22,"NO"
"NED","male","archery",25,"NO"
"USA","male","golf",28,"NO"
"USA","male","athletics",26,"NO"
"ESP","male","basketball",26,"SI"
"GER","male","athletics",28,"NO"
"JPN","female","aquatics",28,"SI"
"JPN","female","gymnastics",23,"NO"
"NZL","male","rugby sevens",19,"NO"
"COL","male","cycling",29,"NO"
"TUN","female","sailing",27,"NO"
"JPN","female","aquatics",16,"NO"
"JPN","male","football",23,"NO"
"DEN","female","aquatics",27,"SI"
"AUS","male","canoe",20,"NO"
"KAZ","female","athletics",21,"NO"
"JPN","female","wrestling",25,"NO"
"JPN","female","wrestling",22,"SI"
"JPN","female","aquatics",23,"SI"
"UZB","male","judo",30,"SI"
"JAM","female","athletics",24,"NO"
"MKD","male","athletics",22,"NO"
"EST","male","athletics",32,"NO"
"HUN","female","aquatics",25,"NO"
"HUN","female","athletics",20,"NO"
"KOS","female","aquatics",21,"NO"
"RSA","male","football",20,"NO"
"CHN","male","canoe",23,"NO"
"TUR","male","wrestling",27,"SI"
"MAR","female","judo",30,"NO"
"FIJ","male","rugby sevens",22,"SI"
"GBR","male","athletics",29,"NO"
"NED","male","hockey",26,"NO"
"GBR","male","aquatics",28,"SI"
"USA","male","athletics",25,"NO"
"VEN","female","athletics",19,"NO"
"CUB","male","boxing",23,"SI"
"ETH","male","aquatics",24,"NO"
"BRA","male","boxing",29,"NO"
"POL","male","wrestling",24,"NO"
"GER","male","football",21,"SI"
"FIJ","male","archery",35,"NO"
"COL","male","tennis",29,"NO"
"POL","male","rowing",25,"NO"
"AUT","male","table tennis",37,"NO"
"ROU","male","aquatics",19,"NO"
"GBR","male","athletics",29,"NO"
"GER","male","athletics",32,"NO"
"IRL","male","athletics",38,"NO"
"GER","male","athletics",26,"NO"
"NED","male","rowing",31,"SI"
"NZL","male","rowing",27,"NO"
"POL","male","badminton",40,"NO"
"NED","male","volleyball",28,"SI"
"CAN","male","rowing",30,"NO"
"HUN","male","canoe",32,"NO"
"USA","male","rowing",26,"NO"
"VEN","male","aquatics",22,"NO"
"SLO","male","athletics",22,"NO"
"BRA","male","sailing",43,"NO"
"DEN","male","football",20,"NO"
"POL","male","athletics",25,"NO"
"USA","male","wrestling",29,"NO"
"LTU","male","gymnastics",22,"NO"
"POL","male","athletics",29,"NO"
"SLO","male","aquatics",27,"NO"
"NED","male","hockey",32,"NO"
"ITA","female","aquatics",27,"SI"
"ITA","female","tennis",33,"NO"
"LTU","male","basketball",36,"NO"
"GEO","male","wrestling",23,"NO"
"ARG","male","basketball",26,"NO"
"ESP","male","tennis",28,"NO"
"CUB","male","athletics",30,"NO"
"BRA","male","canoe",31,"NO"
"CRC","male","athletics",30,"NO"
"BRA","male","shooting",47,"NO"
"CUB","male","athletics",25,"NO"
"GER","male","athletics",25,"NO"
"NED","male","tennis",29,"NO"
"AUS","male","badminton",31,"NO"
"NED","female","aquatics",19,"NO"
"SWE","male","judo",25,"NO"
"USA","male","rowing",28,"NO"
"SWE","male","football",23,"NO"
"BEL","male","archery",22,"NO"
"AUT","male","volleyball",26,"NO"
"BEL","male","athletics",22,"NO"
"NED","female","volleyball",25,"NO"
"BRA","male","boxing",28,"SI"
"RSA","female","football",22,"NO"
"ESP","male","hockey",27,"NO"
"RSA","male","athletics",24,"NO"
"ARG","female","handball",22,"NO"
"ARG","female","athletics",29,"NO"
"ESP","female","hockey",31,"NO"
"ARG","female","hockey",28,"NO"
"ESP","female","hockey",32,"NO"
"PLW","male","athletics",22,"NO"
"SEY","male","sailing",32,"NO"
"MEX","male","golf",27,"NO"
"MEX","male","volleyball",33,"NO"
"MEX","male","football",22,"NO"
"COD","male","judo",30,"NO"
"BRA","male","football",23,"SI"
"MEX","male","aquatics",20,"NO"
"BRA","male","football",22,"SI"
"ARG","male","rugby sevens",22,"NO"
"BRA","male","hockey",29,"NO"
"ESP","male","canoe",26,"NO"
"MEX","male","triathlon",27,"NO"
"BRA","male","hockey",20,"NO"
"NED","male","rowing",29,"NO"
"PHI","male","boxing",23,"NO"
"RSA","male","sailing",38,"NO"
"GER","male","cycling",30,"NO"
"ESP","male","aquatics",19,"NO"
"FRA","male","equestrian",51,"SI"
"BRA","male","tennis",32,"NO"
"NED","male","hockey",30,"NO"
"IND","male","tennis",36,"NO"
"AUS","male","cycling",26,"NO"
"MRI","female","weightlifting",26,"NO"
"SLO","male","judo",29,"NO"
"CRO","male","basketball",30,"NO"
"CRO","male","basketball",32,"NO"
"HON","male","athletics",29,"NO"
"ECU","male","athletics",37,"NO"
"LAT","male","athletics",24,"NO"
"SWE","male","equestrian",54,"NO"
"FRA","male","cycling",26,"NO"
"FRA","male","aquatics",31,"NO"
"SUI","male","equestrian",36,"NO"
"RUS","male","canoe",29,"SI"
"UKR","male","shooting",42,"NO"
"EST","male","athletics",33,"NO"
"GRE","male","judo",23,"NO"
"MDA","male","athletics",35,"NO"
"SUI","male","rowing",23,"NO"
"KAZ","male","athletics",32,"NO"
"RUS","male","wrestling",26,"SI"
"CZE","female","athletics",29,"NO"
"ITA","male","rowing",30,"NO"
"STP","male","athletics",19,"NO"
"HON","male","football",25,"NO"
"MEX","male","aquatics",30,"NO"
"SUI","male","sailing",28,"NO"
"GER","female","cycling",28,"NO"
"ISR","male","taekwondo",21,"NO"
"ISR","male","triathlon",24,"NO"
"BOL","male","athletics",28,"NO"
"CAY","male","athletics",31,"NO"
"KEN","male","athletics",21,"NO"
"UGA","male","athletics",24,"NO"
"GER","male","canoe",35,"SI"
"UGA","male","boxing",32,"NO"
"LTU","male","shooting",48,"NO"
"IRL","male","hockey",33,"NO"
"TTO","male","athletics",30,"NO"
"CHN","female","gymnastics",16,"NO"
"CHN","female","football",25,"NO"
"CUB","male","boxing",28,"NO"
"GER","female","rowing",21,"NO"
"USA","male","athletics",28,"NO"
"FIN","male","golf",34,"NO"
"ECU","female","athletics",34,"NO"
"ARG","female","athletics",34,"NO"
"COD","female","taekwondo",21,"NO"
"VEN","female","athletics",30,"NO"
"BRA","female","shooting",43,"NO"
"BRA","female","weightlifting",29,"NO"
"BRA","female","athletics",26,"NO"
"CAN","female","gymnastics",28,"SI"
"ITA","female","aquatics",27,"SI"
"BRN","female","athletics",27,"NO"
"CUB","female","athletics",24,"NO"
"ROT","female","athletics",21,"NO"
"AUS","female","aquatics",21,"NO"
"FRA","female","rugby sevens",28,"NO"
"CAN","female","gymnastics",16,"NO"
"SOL","male","athletics",20,"NO"
"CAN","female","aquatics",29,"SI"
"BOL","female","athletics",33,"NO"
"ESP","female","aquatics",23,"NO"
"NZL","female","football",23,"NO"
"RSA","male","rugby sevens",27,"SI"
"GBR","male","athletics",27,"NO"
"GBR","male","aquatics",22,"NO"
"ITA","female","fencing",25,"SI"
"ITA","female","fencing",26,"NO"
"AZE","male","triathlon",29,"NO"
"NIG","female","aquatics",19,"NO"
"AZE","male","wrestling",29,"NO"
"AUS","female","aquatics",29,"NO"
"ROU","female","rowing",30,"SI"
"CUB","female","athletics",17,"NO"
"RSA","female","football",25,"NO"
"JAM","male","athletics",28,"NO"
"FIJ","male","football",29,"NO"
"NED","male","judo",25,"NO"
"GER","male","athletics",25,"NO"
"RUS","female","aquatics",19,"NO"
"GBR","male","rugby sevens",25,"SI"
"ARM","male","weightlifting",26,"NO"
"VEN","male","fencing",31,"NO"
"BEL","male","cycling",25,"NO"
"ARG","male","canoe",25,"NO"
"BRA","male","cycling",37,"NO"
"GBR","female","gymnastics",20,"NO"
"NZL","female","rowing",22,"NO"
"NZL","female","rugby sevens",25,"SI"
"BRA","male","aquatics",30,"NO"
"GAB","female","athletics",29,"NO"
"NED","male","cycling",32,"NO"
"ZIM","female","football",24,"NO"
"BOL","male","shooting",34,"NO"
"ESP","male","basketball",31,"SI"
"FRA","male","basketball",24,"NO"
"CAN","male","volleyball",27,"NO"
"USA","male","athletics",22,"NO"
"AZE","male","boxing",19,"NO"
"ITA","male","athletics",42,"NO"
"ITA","male","sailing",24,"NO"
"POR","male","cycling",30,"NO"
"POR","male","taekwondo",25,"NO"
"JPN","female","basketball",23,"NO"
"POR","male","athletics",35,"NO"
"CHN","female","wrestling",21,"NO"
"CHN","female","football",27,"NO"
"BUL","male","athletics",30,"NO"
"JPN","female","aquatics",16,"NO"
"BEL","female","gymnastics",17,"NO"
"CHN","female","aquatics",24,"SI"
"CHN","female","volleyball",25,"SI"
"IND","male","hockey",26,"NO"
"TKM","female","judo",22,"NO"
"JAM","male","athletics",24,"SI"
"NZL","female","cycling",28,"NO"
"RSA","male","athletics",25,"NO"
"FIJ","female","rugby sevens",29,"NO"
"UKR","male","athletics",30,"NO"
"UZB","male","athletics",23,"NO"
"AZE","male","shooting",27,"NO"
"UZB","male","weightlifting",25,"SI"
"KGZ","male","wrestling",25,"NO"
"KAZ","male","taekwondo",20,"NO"
"UKR","female","athletics",30,"NO"
"LAT","male","modern pentathlon",27,"NO"
"UZB","male","wrestling",32,"NO"
"UZB","male","weightlifting",23,"NO"
"AZE","male","judo",25,"SI"
"UZB","male","boxing",25,"SI"
"LTU","female","aquatics",19,"NO"
"ZIM","female","athletics",28,"NO"
"ZIM","female","football",24,"NO"
"NED","male","sailing",29,"NO"
"ESP","female","athletics",37,"SI"
"BRN","female","athletics",20,"SI"
"CIV","female","taekwondo",22,"SI"
"GER","female","athletics",26,"NO"
"USA","female","cycling",23,"NO"
"ZIM","female","football",30,"NO"
"BRA","male","equestrian",43,"NO"
"CHN","female","football",22,"NO"
"ALG","male","football",23,"NO"
"NZL","male","hockey",36,"NO"
"AUS","male","triathlon",26,"NO"
"AUS","male","basketball",26,"NO"
"USA","female","rugby sevens",27,"NO"
"CAN","male","aquatics",28,"NO"
"CAN","male","canoe",33,"NO"
"USA","male","athletics",24,"SI"
"AUS","male","triathlon",25,"NO"
"NZL","male","golf",29,"NO"
"AUS","male","athletics",26,"NO"
"USA","male","aquatics",21,"SI"
"USA","male","aquatics",32,"SI"
"USA","male","aquatics",21,"SI"
"RSA","male","gymnastics",22,"NO"
"PNG","male","aquatics",35,"NO"
"IRL","male","sailing",29,"NO"
"NZL","male","triathlon",28,"NO"
"NZL","male","shooting",36,"NO"
"AUS","male","archery",25,"SI"
"RSA","male","athletics",24,"NO"
"JPN","male","athletics",25,"NO"
"JPN","male","gymnastics",23,"SI"
"JPN","male","aquatics",26,"NO"
"JPN","male","football",23,"NO"
"JPN","male","athletics",24,"SI"
"JPN","male","judo",25,"SI"
"JPN","male","equestrian",31,"NO"
"IND","male","golf",38,"NO"
"KOR","male","badminton",27,"NO"
"IRQ","male","football",24,"NO"
"AZE","male","wrestling",27,"SI"
"ESP","female","athletics",30,"NO"
"KAZ","female","gymnastics",18,"NO"
"SWE","female","handball",27,"NO"
"AZE","female","fencing",29,"NO"
"SLO","female","athletics",31,"NO"
"GER","female","weightlifting",25,"NO"
"GER","female","cycling",45,"NO"
"ARG","female","canoe",36,"NO"
"CAN","female","football",23,"SI"
"FRA","female","football",30,"NO"
"AUT","female","judo",36,"NO"
"GER","female","canoe",24,"SI"
"SUI","female","badminton",29,"NO"
"FRA","male","rugby sevens",20,"NO"
"JPN","female","aquatics",17,"NO"
"NGR","male","football",19,"SI"
"JPN","female","gymnastics",17,"NO"
"UAE","male","shooting",40,"NO"
"KOR","male","table tennis",36,"NO"
"IRI","male","judo",24,"NO"
"IRI","male","wrestling",27,"SI"
"TUN","female","table tennis",26,"NO"
"AUS","male","taekwondo",30,"NO"
"CAN","female","athletics",22,"NO"
"ISR","male","judo",24,"NO"
"CUB","female","athletics",21,"NO"
"AUS","male","wrestling",33,"NO"
"TAN","male","athletics",22,"NO"
"UAE","male","shooting",43,"NO"
"CUB","female","athletics",21,"NO"
"IND","female","badminton",26,"NO"
"CHN","female","tennis",22,"NO"
"SIN","female","rowing",28,"NO"
"CHN","male","judo",27,"NO"
"IND","male","aquatics",23,"NO"
"IRI","male","taekwondo",28,"NO"
"JPN","female","aquatics",24,"NO"
"FRA","female","football",20,"NO"
"JPN","female","hockey",29,"NO"
"IND","female","wrestling",24,"SI"
"JPN","female","gymnastics",19,"NO"
"JPN","female","cycling",25,"NO"
"BRN","male","athletics",20,"NO"
"ALG","male","athletics",23,"NO"
"MAR","female","athletics",33,"NO"
"GBR","female","judo",29,"SI"
"AUS","female","rowing",30,"NO"
"NZL","female","hockey",35,"NO"
"FIJ","female","table tennis",15,"NO"
"EGY","female","aquatics",20,"NO"
"SUI","female","athletics",22,"NO"
"RWA","female","athletics",19,"NO"
"GEO","female","gymnastics",19,"NO"
"POR","male","football",25,"NO"
"ESP","male","hockey",25,"NO"
"ITA","male","volleyball",30,"SI"
"BRN","female","athletics",18,"NO"
"IRQ","male","weightlifting",25,"NO"
"GBR","male","rugby sevens",24,"SI"
"USA","male","athletics",25,"NO"
"NZL","male","rugby sevens",27,"NO"
"USA","male","rowing",25,"NO"
"USA","male","aquatics",25,"SI"
"AUS","male","equestrian",44,"SI"
"AUS","male","tennis",29,"NO"
"USA","male","athletics",24,"SI"
"AUS","male","athletics",24,"NO"
"NZL","male","sailing",25,"SI"
"GBR","male","rowing",31,"NO"
"GBR","male","hockey",26,"NO"
"NZL","male","cycling",25,"SI"
"AUS","male","cycling",20,"SI"
"AUS","male","cycling",25,"NO"
"AZE","male","wrestling",31,"NO"
"ECU","female","aquatics",22,"NO"
"AUS","female","equestrian",35,"NO"
"NZL","female","hockey",25,"NO"
"PNG","female","taekwondo",32,"NO"
"AUS","female","football",23,"NO"
"USA","female","football",24,"NO"
"GBR","female","modern pentathlon",27,"NO"
"GBR","female","hockey",28,"SI"
"ANT","female","aquatics",16,"NO"
"AUS","female","tennis",32,"NO"
"EGY","female","wrestling",21,"NO"
"USA","female","aquatics",24,"SI"
"EGY","female","aquatics",20,"NO"
"FRA","male","gymnastics",27,"NO"
"UZB","female","gymnastics",18,"NO"
"MAR","female","weightlifting",24,"NO"
"BRA","female","handball",27,"NO"
"FIJ","male","rugby sevens",28,"SI"
"ZIM","female","football",26,"NO"
"NGR","male","aquatics",30,"NO"
"BRA","male","sailing",35,"NO"
"ESP","male","boxing",20,"NO"
"MEX","male","volleyball",27,"NO"
"NZL","male","cycling",21,"NO"
"KEN","male","athletics",29,"NO"
"USA","male","gymnastics",24,"NO"
"USA","male","rowing",26,"NO"
"KEN","male","rugby sevens",23,"NO"
"CAN","male","volleyball",26,"NO"
"GBR","male","table tennis",21,"NO"
"FIJ","male","football",21,"NO"
"BUL","male","shooting",33,"NO"
"FIN","male","archery",36,"NO"
"EGY","male","shooting",36,"NO"
"MYA","male","athletics",25,"NO"
"MYA","female","archery",30,"NO"
"GER","female","athletics",31,"NO"
"JPN","female","basketball",24,"NO"
"RSA","female","football",29,"NO"
"THA","male","tennis",34,"NO"
"ROU","female","athletics",24,"NO"
"IND","male","athletics",30,"NO"
"IND","male","wrestling",25,"NO"
"NED","male","hockey",28,"NO"
"NED","male","hockey",26,"NO"
"USA","female","athletics",24,"SI"
"FRA","female","cycling",28,"NO"
"FRA","female","football",21,"NO"
"HUN","male","athletics",30,"NO"
"HUN","male","canoe",22,"NO"
"ESP","female","gymnastics",24,"SI"
"COL","female","athletics",23,"NO"
"GER","female","equestrian",30,"SI"
"FIN","female","athletics",27,"NO"
"GER","female","golf",31,"NO"
"COL","female","athletics",30,"NO"
"FRA","female","athletics",33,"NO"
"COL","female","athletics",27,"NO"
"CRO","female","athletics",26,"SI"
"COL","female","football",28,"NO"
"FRA","female","basketball",29,"NO"
"CAN","female","aquatics",24,"SI"
"GEO","male","wrestling",24,"NO"
"GEO","male","fencing",23,"NO"
"CRO","male","aquatics",26,"SI"
"KOR","male","cycling",23,"NO"
"KOR","male","athletics",20,"NO"
"KOR","male","football",23,"NO"
"KOR","male","boxing",21,"NO"
"KOR","male","table tennis",26,"NO"
"KOR","male","gymnastics",31,"NO"
"KOR","male","fencing",21,"SI"
"IND","female","tennis",30,"NO"
"IRL","female","rowing",35,"NO"
"NOR","female","handball",26,"SI"
"NED","female","judo",24,"NO"
"NED","female","gymnastics",25,"SI"
"NED","female","handball",27,"NO"
"FIN","female","athletics",25,"NO"
"LTU","female","judo",26,"NO"
"ARG","male","rugby sevens",22,"NO"
"ARG","male","football",19,"NO"
"COL","male","sailing",29,"NO"
"MEX","male","tennis",33,"NO"
"ARG","male","aquatics",20,"NO"
"ARG","male","sailing",55,"SI"
"COL","male","cycling",22,"NO"
"SSD","male","athletics",23,"NO"
"LAO","male","aquatics",17,"NO"
"CAN","male","aquatics",21,"NO"
"JPN","female","volleyball",30,"NO"
"JPN","female","archery",23,"NO"
"JPN","female","volleyball",29,"NO"
"JPN","female","wrestling",34,"SI"
"FRA","female","fencing",23,"NO"
"IND","female","athletics",28,"NO"
"THA","female","badminton",24,"NO"
"EGY","female","weightlifting",18,"SI"
"SWE","female","equestrian",42,"NO"
"ITA","female","rowing",28,"NO"
"POR","female","sailing",30,"NO"
"HUN","female","sailing",28,"NO"
"GER","female","football",21,"SI"
"JPN","female","wrestling",22,"SI"
"ITA","female","tennis",29,"NO"
"ITA","female","aquatics",17,"NO"
"GER","female","athletics",23,"NO"
"CRO","female","athletics",21,"SI"
"SRB","female","basketball",25,"SI"
"ESP","female","sailing",24,"NO"
"IRL","female","athletics",27,"NO"
"POR","female","athletics",31,"NO"
"SWE","female","cycling",35,"NO"
"HON","female","aquatics",17,"NO"
"TAN","female","athletics",29,"NO"
"ITA","female","aquatics",30,"NO"
"DEN","female","athletics",29,"SI"
"SIN","female","sailing",26,"NO"
"AUT","female","triathlon",24,"NO"
